,MAGLIE,CAMICIE,GONNE,PANTALONI,VESTITI,GIACCHE
2019-05-12,0,0,0,0,0,0
2019-05-13,11,8,0,8,5,6
2019-05-14,10,17,0,14,4,3
2019-05-15,12,5,0,10,7,5
2019-05-16,11,14,2,7,5,4
2019-05-17,9,12,1,12,6,10
2019-05-18,5,5,0,5,2,2
2019-05-19,0,0,0,0,0,0
2019-05-20,7,7,0,4,1,2
2019-05-21,8,10,0,11,4,3
2019-05-22,20,13,0,11,2,5
2019-05-23,14,12,0,16,12,13
2019-05-24,12,14,2,17,5,8
2019-05-25,14,12,0,17,6,6
2019-05-26,0,0,0,0,0,0
2019-05-27,8,7,0,9,5,5
2019-05-28,3,3,0,8,5,1
2019-05-29,6,3,0,10,5,1
2019-05-30,20,9,1,14,7,4
2019-05-31,15,20,0,12,14,2
2019-06-01,9,4,0,13,16,10
2019-06-02,0,0,0,0,0,0
2019-06-03,12,12,0,17,7,6
2019-06-04,16,12,0,17,5,5
2019-06-05,9,15,1,12,4,6
2019-06-06,9,20,1,20,2,5
2019-06-07,2,12,0,15,6,5
2019-06-08,7,3,0,21,7,4
2019-06-09,0,0,0,0,0,0
2019-06-10,6,25,0,17,7,3
2019-06-11,8,12,1,7,1,1
2019-06-12,7,10,1,17,1,3
2019-06-13,9,14,0,14,6,1
2019-06-14,2,15,1,11,8,6
2019-06-15,9,15,0,18,4,1
2019-06-16,0,0,0,0,0,0
2019-06-17,12,18,1,28,2,3
2019-06-18,1,14,1,12,4,3
2019-06-19,2,19,1,16,11,4
2019-06-20,5,9,2,14,7,4
2019-06-21,8,5,0,9,8,1
2019-06-22,6,17,0,15,1,2
2019-06-23,0,0,0,0,0,0
2019-06-24,7,9,0,17,4,0
2019-06-25,9,7,0,13,4,0
2019-06-26,3,3,0,6,3,0
2019-06-27,0,0,0,1,0,0
2019-06-28,0,0,0,0,0,0
2019-06-29,0,0,0,0,0,0
2019-06-30,0,0,0,0,0,0
2019-07-01,9,5,3,6,4,1
2019-07-02,3,3,1,4,1,0
2019-07-03,8,4,0,3,2,0
2019-07-04,2,4,0,2,1,0
2019-07-05,5,1,0,3,1,1
2019-07-06,0,3,0,3,1,0
2019-07-07,0,0,0,0,0,0
2019-07-08,4,3,0,4,3,1
2019-07-09,6,3,0,6,2,0
2019-07-10,12,8,0,9,1,1
2019-07-11,2,3,0,9,4,1
2019-07-12,9,4,0,7,4,0
2019-07-13,6,6,0,9,4,1
2019-07-14,0,0,0,0,0,0
2019-07-15,5,8,0,4,0,2
2019-07-16,4,4,0,6,0,2
2019-07-17,1,3,0,6,0,0
2019-07-18,5,4,0,5,5,0
2019-07-19,0,4,1,6,1,0
2019-07-20,7,1,1,2,2,1
2019-07-21,0,0,0,0,0,0
2019-07-22,4,4,1,0,2,2
2019-07-23,8,12,1,6,4,3
2019-07-24,4,4,1,1,5,2
2019-07-25,6,4,0,8,8,3
2019-07-26,4,4,2,5,5,1
2019-07-27,10,8,0,5,9,0
2019-07-28,0,0,0,0,0,0
2019-07-29,5,7,0,3,3,1
2019-07-30,6,2,0,2,4,0
2019-07-31,3,4,0,3,1,0
2019-08-01,4,7,0,5,4,0
2019-08-02,6,9,1,6,6,1
2019-08-03,3,2,0,5,4,1
2019-08-04,0,0,0,0,0,0
2019-08-05,2,3,0,4,8,1
2019-08-06,3,4,1,6,4,0
2019-08-07,3,3,2,5,2,3
2019-08-08,4,4,0,3,4,0
2019-08-09,5,15,1,19,3,1
2019-08-10,5,3,2,3,3,0
2019-08-11,0,0,0,0,0,0
2019-08-12,6,10,1,8,8,0
2019-08-13,14,4,0,13,8,0
2019-08-14,7,8,0,9,6,3
2019-08-15,0,0,0,0,0,0
2019-08-16,7,2,0,4,7,3
2019-08-17,13,6,0,8,8,6
2019-08-18,0,0,0,0,0,0
2019-08-19,7,3,1,4,5,2
2019-08-20,3,5,0,7,4,0
2019-08-21,7,5,0,3,6,1
2019-08-22,8,5,0,9,11,3
2019-08-23,1,4,0,6,6,0
2019-08-24,0,6,0,3,5,1
2019-08-25,0,0,0,0,0,0
2019-08-26,7,1,1,6,10,2
2019-08-27,4,5,1,4,7,4
2019-08-28,2,0,0,4,5,2
2019-08-29,8,6,1,5,5,3
2019-08-30,2,6,0,8,6,3
2019-08-31,7,1,0,4,8,2
2019-09-01,0,0,0,0,0,0
2019-09-02,3,5,0,8,4,4
2019-09-03,8,4,0,9,8,8
2019-09-04,0,1,0,6,3,2
2019-09-05,6,5,2,8,8,7
2019-09-06,15,8,1,9,3,6
2019-09-07,5,5,0,5,3,7
2019-09-08,0,0,0,0,0,0
2019-09-09,3,2,0,6,4,7
2019-09-10,6,8,1,8,9,16
2019-09-11,0,5,2,7,10,2
2019-09-12,11,7,1,10,2,2
2019-09-13,16,8,0,13,4,6
2019-09-14,2,7,0,9,9,3
2019-09-15,0,0,0,0,0,0
2019-09-16,15,12,0,15,6,6
2019-09-17,5,4,0,7,6,2
2019-09-18,20,7,1,9,2,6
2019-09-19,16,8,1,11,10,5
2019-09-20,12,8,0,11,6,8
2019-09-21,8,9,2,8,10,5
2019-09-22,0,0,0,0,0,0
2019-09-23,8,5,0,12,5,3
2019-09-24,9,7,1,12,5,8
2019-09-25,10,2,0,7,4,6
2019-09-26,6,9,2,10,9,6
2019-09-27,8,6,0,11,8,7
2019-09-28,6,11,1,7,2,11
2019-09-29,0,0,0,0,0,0
2019-09-30,7,6,1,5,3,5
2019-10-01,13,6,0,6,6,4
2019-10-02,9,7,1,2,4,3
2019-10-03,8,4,2,6,6,5
2019-10-04,7,14,3,9,13,8
2019-10-05,20,9,2,22,3,11
2019-10-06,0,0,0,0,0,0
2019-10-07,7,7,1,8,8,8
2019-10-08,3,2,0,4,2,9
2019-10-09,14,5,0,8,5,12
2019-10-10,14,4,2,10,13,5
2019-10-11,24,18,2,15,2,17
2019-10-12,7,5,0,10,14,9
2019-10-13,0,0,0,0,0,0
2019-10-14,13,6,2,9,7,10
2019-10-15,21,3,1,7,8,11
2019-10-16,16,6,1,15,11,10
2019-10-17,19,7,4,5,8,11
2019-10-18,23,6,2,11,9,5
2019-10-19,15,8,0,15,10,5
2019-10-20,0,0,0,0,0,0
2019-10-21,3,9,1,11,8,4
2019-10-22,9,1,4,8,4,8
2019-10-23,10,3,0,9,5,1
2019-10-24,17,5,0,4,4,10
2019-10-25,15,4,0,11,6,9
2019-10-26,24,14,2,6,12,10
2019-10-27,0,0,0,0,0,0
2019-10-28,8,4,1,8,1,5
2019-10-29,9,3,1,5,7,6
2019-10-30,7,8,2,11,4,7
2019-10-31,12,1,2,4,10,3
2019-11-01,0,0,0,0,0,0
2019-11-02,22,2,3,20,8,9
2019-11-03,0,0,0,0,0,0
2019-11-04,15,4,5,6,3,11
2019-11-05,13,0,1,3,4,9
2019-11-06,23,6,4,13,11,6
2019-11-07,17,5,2,7,11,14
2019-11-08,9,8,2,12,6,4
2019-11-09,21,4,4,10,6,16
2019-11-10,0,0,0,0,0,0
2019-11-11,28,4,1,8,10,6
2019-11-12,15,3,1,9,6,3
2019-11-13,24,3,2,12,3,4
2019-11-14,15,2,1,4,7,9
2019-11-15,13,2,0,11,2,6
2019-11-16,28,4,1,8,14,11
2019-11-17,0,0,0,0,0,0
2019-11-18,19,1,1,8,2,4
2019-11-19,13,0,1,5,5,5
2019-11-20,18,5,0,3,5,8
2019-11-21,21,1,0,7,3,3
2019-11-22,21,3,0,7,3,12
2019-11-23,11,2,2,4,3,11
2019-11-24,0,0,0,0,0,0
2019-11-25,8,1,1,3,2,2
2019-11-26,8,0,1,2,1,8
2019-11-27,3,1,0,1,0,1
2019-11-28,0,0,0,0,0,0
2019-11-29,0,0,0,0,0,0
2019-11-30,0,0,0,0,0,0
2019-12-01,0,0,0,0,0,0
2019-12-02,0,0,0,0,0,0
2019-12-03,8,2,0,2,1,3
2019-12-04,22,4,0,4,4,6
2019-12-05,12,2,2,4,6,1
2019-12-06,17,2,2,5,13,2
2019-12-07,14,0,0,5,9,7
2019-12-08,0,0,0,0,0,0
2019-12-09,11,0,0,3,3,4
2019-12-10,10,5,4,5,2,5
2019-12-11,17,6,1,3,3,5
2019-12-12,12,2,0,6,9,1
2019-12-13,9,2,0,2,7,3
2019-12-14,20,6,2,7,8,8
2019-12-15,8,2,1,1,3,4
2019-12-16,16,3,0,2,4,6
2019-12-17,18,6,5,6,5,10
2019-12-18,10,0,0,7,6,3
2019-12-19,21,0,0,10,6,4
2019-12-20,21,3,0,7,4,3
2019-12-21,22,3,3,7,2,3
2019-12-22,14,0,2,3,5,3
2019-12-23,28,0,1,4,4,5
2019-12-24,26,5,1,2,7,9
2019-12-25,0,0,0,0,0,0
2019-12-26,0,0,0,0,0,0
2019-12-27,11,3,1,1,9,2
2019-12-28,11,0,1,4,5,2
2019-12-29,0,0,0,0,0,0
2019-12-30,17,2,2,6,4,3
2019-12-31,8,1,1,3,5,2
2020-01-01,0,0,0,0,0,0
2020-01-02,8,1,0,2,0,0
2020-01-03,2,0,0,7,0,0
2020-01-04,6,0,0,1,2,0
2020-01-05,0,0,0,0,0,0
2020-01-06,4,0,0,1,0,0
2020-01-07,2,0,0,0,0,0
2020-01-08,0,0,0,2,1,1
2020-01-09,2,0,0,1,2,0
2020-01-10,3,0,0,0,1,0
2020-01-11,0,0,0,3,0,1
2020-01-12,0,0,0,0,0,0
2020-01-13,1,0,0,1,1,0
2020-01-14,1,3,0,5,0,0
2020-01-15,2,1,0,1,2,0
2020-01-16,1,0,0,2,1,0
2020-01-17,2,0,0,2,0,0
2020-01-18,4,0,1,5,0,1
2020-01-19,0,0,0,0,0,0
2020-01-20,0,0,0,1,0,0
2020-01-21,3,1,0,1,0,0
2020-01-22,1,3,0,6,0,1
2020-01-23,0,1,0,1,1,0
2020-01-24,4,0,0,5,0,0
2020-01-25,1,0,0,2,0,0
2020-01-26,0,0,0,0,0,0
2020-01-27,0,0,0,1,1,0
2020-01-28,4,0,0,2,0,0
2020-01-29,4,0,0,4,1,1
2020-01-30,3,3,0,1,0,0
2020-01-31,2,1,0,1,3,0
2020-02-01,0,2,0,1,1,1
2020-02-02,0,0,0,0,0,0
2020-02-03,3,2,0,3,1,0
2020-02-04,0,1,1,1,0,0
2020-02-05,0,0,0,0,0,0
2020-02-06,3,2,1,0,0,0
2020-02-07,4,0,0,6,2,1
2020-02-08,3,1,1,2,1,0
2020-02-09,0,0,0,0,0,0
2020-02-10,3,2,0,3,2,1
2020-02-11,2,1,0,6,1,2
2020-02-12,1,0,0,9,1,2
2020-02-13,1,5,0,7,1,4
2020-02-14,2,0,0,3,0,0
2020-02-15,4,1,0,6,1,2
2020-02-16,0,0,0,0,0,0
2020-02-17,1,3,1,0,0,2
2020-02-18,1,3,0,7,2,3
2020-02-19,1,2,0,4,0,3
2020-02-20,1,2,0,4,2,1
2020-02-21,1,1,0,5,3,1
2020-02-22,4,4,0,6,2,2
2020-02-23,0,0,0,0,0,0
2020-02-24,1,2,2,4,0,0
2020-02-25,6,0,1,5,0,1
2020-02-26,0,1,0,3,1,0
2020-02-27,3,3,0,4,2,1
2020-02-28,4,3,0,2,2,2
2020-02-29,1,1,0,0,0,2
2020-03-01,0,0,0,0,0,0
2020-03-02,2,2,0,1,0,5
2020-03-03,2,1,0,0,2,1
2020-03-04,1,3,0,1,0,1
2020-03-05,5,2,1,0,2,1
2020-03-06,3,2,0,1,1,2
2020-03-07,1,2,0,4,0,2
2020-03-08,0,0,0,0,0,0
2020-03-09,0,0,0,1,1,0
2020-03-10,0,0,0,1,0,0
2020-03-11,0,0,0,0,0,0
2020-03-12,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,0
2020-03-14,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0
2020-03-16,0,0,0,0,0,0
2020-03-17,0,0,0,0,0,0
2020-03-18,0,0,0,0,0,0
2020-03-19,0,0,0,0,0,0
2020-03-20,0,0,0,0,0,0
2020-03-21,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0
2020-03-23,0,0,0,0,0,0
2020-03-24,0,0,0,0,0,0
2020-03-25,0,0,0,0,0,0
2020-03-26,0,0,0,0,0,0
2020-03-27,0,0,0,0,0,0
2020-03-28,0,0,0,0,0,0
2020-03-29,0,0,0,0,0,0
2020-03-30,0,0,0,0,0,0
2020-03-31,0,0,0,0,0,0
2020-04-01,0,0,0,0,0,0
2020-04-02,0,0,0,0,0,0
2020-04-03,0,0,0,0,0,0
2020-04-04,0,0,0,0,0,0
2020-04-05,0,0,0,0,0,0
2020-04-06,0,0,0,0,0,0
2020-04-07,0,0,0,0,0,0
2020-04-08,0,0,0,0,0,0
2020-04-09,0,0,0,0,0,0
2020-04-10,0,0,0,0,0,0
2020-04-11,0,0,0,0,0,0
2020-04-12,0,0,0,0,0,0
2020-04-13,0,0,0,0,0,0
2020-04-14,0,0,0,0,0,0
2020-04-15,0,0,0,0,0,0
2020-04-16,0,0,0,0,0,0
2020-04-17,0,0,0,0,0,0
2020-04-18,0,0,0,0,0,0
2020-04-19,0,0,0,0,0,0
2020-04-20,0,0,0,0,0,0
2020-04-21,0,0,0,0,0,0
2020-04-22,0,0,0,0,0,0
2020-04-23,0,0,0,0,0,0
2020-04-24,0,0,0,0,0,0
2020-04-25,0,0,0,0,0,0
2020-04-26,0,0,0,0,0,0
2020-04-27,0,0,0,0,0,0
2020-04-28,0,0,0,0,0,0
2020-04-29,0,0,0,0,0,0
2020-04-30,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0
2020-05-04,0,0,0,0,0,0
2020-05-05,0,0,0,0,0,0
2020-05-06,0,0,0,0,0,0
2020-05-07,0,0,0,0,0,0
2020-05-08,0,0,0,0,0,0
2020-05-09,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0
2020-05-11,0,0,0,0,0,0
2020-05-12,0,0,0,0,0,0
2020-05-13,0,0,0,0,0,0
2020-05-14,0,0,0,0,0,0
2020-05-15,6,1,0,2,2,1
2020-05-16,6,1,1,0,0,0
2020-05-17,0,0,0,0,0,0
2020-05-18,4,3,0,0,1,2
2020-05-19,3,7,0,2,0,3
2020-05-20,4,2,0,4,0,1
2020-05-21,4,3,0,6,0,1
2020-05-22,7,6,2,6,3,1
2020-05-23,7,4,0,5,0,0
2020-05-24,0,0,0,0,0,0
2020-05-25,4,5,3,3,1,2
2020-05-26,4,2,1,1,1,0
2020-05-27,9,6,1,3,1,2
2020-05-28,9,5,0,4,2,2
2020-05-29,5,3,0,6,0,4
2020-05-30,4,5,2,4,1,3
2020-05-31,0,0,0,0,0,0
2020-06-01,3,6,0,5,0,0
2020-06-02,0,0,0,0,0,0
2020-06-03,4,7,0,6,1,3
2020-06-04,5,9,0,6,3,0
2020-06-05,4,5,1,6,2,1
2020-06-06,5,3,2,8,1,0
2020-06-07,0,0,0,0,0,0
2020-06-08,4,5,1,8,1,0
2020-06-09,3,9,0,8,0,0
2020-06-10,3,14,0,8,0,3
2020-06-11,2,5,1,6,1,2
2020-06-12,10,8,1,13,1,1
2020-06-13,6,4,0,5,2,1
2020-06-14,0,0,0,0,0,0
2020-06-15,1,4,1,2,1,1
2020-06-16,7,7,1,12,2,1
2020-06-17,5,8,1,12,1,0
2020-06-18,4,9,2,8,1,1
2020-06-19,6,3,0,7,1,0
2020-06-20,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0
2020-06-22,4,19,1,8,7,3
2020-06-23,3,5,1,8,2,0
2020-06-24,6,6,0,5,4,0
2020-06-25,1,4,1,5,0,0
2020-06-26,0,3,0,4,4,4
2020-06-27,3,6,0,1,1,0
2020-06-28,0,0,0,0,0,0
2020-06-29,2,3,0,6,1,0
2020-06-30,0,6,1,5,4,0
2020-07-01,4,3,1,7,1,0
2020-07-02,3,2,0,8,1,0
2020-07-03,4,4,0,5,0,0
2020-07-04,6,1,0,4,1,0
2020-07-05,0,0,0,0,0,0
2020-07-06,3,1,0,5,0,0
2020-07-07,2,1,0,0,1,0
2020-07-08,4,4,0,4,0,1
2020-07-09,5,2,0,2,1,0
2020-07-10,4,1,0,5,3,0
2020-07-11,3,0,0,0,4,0
2020-07-12,0,0,0,0,0,0
2020-07-13,3,1,0,1,1,0
2020-07-14,1,4,0,2,2,0
2020-07-15,5,4,1,8,8,0
2020-07-16,3,10,0,4,1,0
2020-07-17,8,8,2,11,2,1
2020-07-18,4,3,0,5,2,0
2020-07-19,0,0,0,0,0,0
2020-07-20,1,7,0,2,0,0
2020-07-21,5,7,0,5,1,1
2020-07-22,0,2,1,3,4,0
2020-07-23,6,3,2,0,1,0
2020-07-24,2,6,4,2,3,1
2020-07-25,6,7,1,0,4,0
2020-07-26,0,0,0,0,0,0
2020-07-27,7,4,1,4,2,0
2020-07-28,0,2,2,1,1,0
2020-07-29,1,3,1,2,3,0
2020-07-30,4,6,0,1,0,0
2020-07-31,4,6,3,2,1,0
2020-08-01,4,5,0,9,1,0
2020-08-02,0,0,0,0,0,0
2020-08-03,3,5,1,3,2,0
2020-08-04,4,3,2,7,1,0
2020-08-05,10,3,3,5,4,0
2020-08-06,6,8,0,4,4,0
2020-08-07,6,12,0,7,3,0
2020-08-08,2,9,0,4,5,0
2020-08-09,0,0,0,0,0,0
2020-08-10,2,5,0,8,3,0
2020-08-11,3,3,1,6,5,1
2020-08-12,5,6,0,4,5,0
2020-08-13,5,6,1,4,3,0
2020-08-14,6,4,3,2,4,0
2020-08-15,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0
2020-08-17,4,13,1,2,1,0
2020-08-18,2,3,0,4,4,0
2020-08-19,4,3,1,0,6,0
2020-08-20,9,5,4,5,6,1
2020-08-21,1,9,4,4,10,1
2020-08-22,3,3,1,2,3,2
2020-08-23,0,0,0,0,0,0
2020-08-24,6,4,1,4,2,0
2020-08-25,1,4,2,4,2,0
2020-08-26,2,6,1,1,3,1
2020-08-27,3,6,1,4,3,0
2020-08-28,0,8,1,3,2,1
2020-08-29,0,7,1,4,8,0
2020-08-30,0,0,0,0,0,0
2020-08-31,2,1,1,5,5,0
2020-09-01,3,5,0,2,5,2
2020-09-02,1,6,0,3,3,3
2020-09-03,3,3,1,6,2,4
2020-09-04,3,4,0,5,5,3
2020-09-05,0,12,0,1,1,4
2020-09-06,0,0,0,0,0,0
2020-09-07,4,1,0,1,5,2
2020-09-08,3,5,1,8,3,3
2020-09-09,4,4,0,2,2,2
2020-09-10,4,2,0,2,2,3
2020-09-11,6,1,0,2,9,3
2020-09-12,2,6,1,8,6,3
2020-09-13,0,0,0,0,0,0
2020-09-14,8,7,3,11,6,7
2020-09-15,5,2,1,6,11,2
2020-09-16,6,3,4,10,3,5
2020-09-17,6,3,2,3,5,6
2020-09-18,8,8,5,7,4,1
2020-09-19,0,3,1,7,7,1
2020-09-20,0,0,0,0,0,0
2020-09-21,6,8,2,7,5,1
2020-09-22,5,4,1,4,9,4
2020-09-23,6,3,0,6,4,3
2020-09-24,8,4,2,6,10,2
2020-09-25,6,4,1,6,3,4
2020-09-26,5,1,2,1,10,4
2020-09-27,0,0,0,0,0,0
2020-09-28,2,0,1,4,5,4
2020-09-29,16,7,4,12,7,5
2020-09-30,7,3,1,15,5,3
2020-10-01,10,4,1,16,8,9
2020-10-02,9,4,0,9,5,6
2020-10-03,5,1,2,2,2,3
2020-10-04,0,0,0,0,0,0
2020-10-05,13,6,0,8,6,9
2020-10-06,12,5,2,7,8,10
2020-10-07,13,4,3,10,8,6
2020-10-08,11,3,0,5,3,6
2020-10-09,11,6,7,9,9,6
2020-10-10,15,5,2,5,10,4
2020-10-11,0,0,0,0,0,0
2020-10-12,6,1,3,2,3,4
2020-10-13,16,8,4,11,4,3
2020-10-14,11,1,1,6,5,4
2020-10-15,12,1,1,4,6,6
2020-10-16,7,1,0,3,5,7
2020-10-17,12,3,3,13,3,7
2020-10-18,0,0,0,0,0,0
2020-10-19,11,3,1,8,9,6
2020-10-20,6,1,1,10,1,4
2020-10-21,3,1,1,2,3,3
2020-10-22,7,4,2,9,11,5
2020-10-23,20,3,3,5,8,4
2020-10-24,10,7,3,8,3,4
2020-10-25,0,0,0,0,0,0
2020-10-26,3,0,2,2,0,2
2020-10-27,9,0,0,5,3,1
2020-10-28,4,0,0,2,0,1
2020-10-29,6,0,0,5,2,0
2020-10-30,6,0,1,7,7,3
2020-10-31,9,0,1,5,3,4
2020-11-01,0,0,0,0,0,0
2020-11-02,15,0,0,4,1,5
2020-11-03,18,0,0,9,4,2
2020-11-04,8,0,0,3,3,5
2020-11-05,14,0,4,4,1,2
2020-11-06,7,0,1,5,3,3
2020-11-07,15,0,0,7,3,0
2020-11-08,0,0,0,0,0,0
2020-11-09,6,2,1,6,0,1
2020-11-10,10,2,1,3,0,5
2020-11-11,9,1,0,7,0,3
2020-11-12,15,1,0,2,0,4
2020-11-13,17,0,0,4,0,2
2020-11-14,9,1,1,4,0,4
2020-11-15,0,0,0,0,0,0
2020-11-16,5,2,3,3,1,2
2020-11-17,11,1,1,2,7,3
2020-11-18,9,1,3,3,6,1
2020-11-19,7,0,0,0,2,3
2020-11-20,6,1,0,3,1,1
2020-11-21,12,1,0,1,2,3
2020-11-22,0,0,0,0,0,0
2020-11-23,0,0,0,0,0,0
2020-11-24,0,0,0,0,0,0
2020-11-25,0,0,0,0,0,1
2020-11-26,0,0,0,0,0,0
2020-11-27,0,0,0,0,0,0
2020-11-28,0,0,0,0,0,0
2020-11-29,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0
2020-12-01,9,0,0,5,6,0
2020-12-02,9,0,0,7,0,1
2020-12-03,10,0,0,4,1,2
2020-12-04,5,0,0,1,2,0
2020-12-05,5,0,0,1,12,2
2020-12-06,0,0,0,0,0,0
2020-12-07,19,0,0,12,0,1
2020-12-08,2,0,0,2,0,1
2020-12-09,4,1,1,6,0,1
2020-12-10,10,0,0,5,4,4
2020-12-11,6,0,0,4,2,1
2020-12-12,18,0,0,1,3,0
2020-12-13,3,0,0,0,0,1
2020-12-14,8,2,1,9,5,5
2020-12-15,0,0,0,0,0,1
2020-12-16,3,0,0,0,0,1
2020-12-17,0,0,0,0,0,0
2020-12-18,0,0,0,0,0,0
2020-12-19,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0
2020-12-21,0,0,0,0,0,0
2020-12-22,1,0,0,0,0,0
2020-12-23,0,0,0,0,0,0
2020-12-24,0,0,0,0,0,0
2020-12-25,0,0,0,0,0,0
2020-12-26,0,0,0,0,0,0
2020-12-27,0,0,0,0,0,0
2020-12-28,0,0,0,0,0,0
2020-12-29,0,0,0,0,0,0
2020-12-30,1,0,0,1,0,0
